ObjectID,FacilityID,FacilityRank,Name,IncidentCurbApproach,FacilityCurbApproach,IncidentID,Total_Length
2586,9,49,Location 9 - Location 44,2,1,44,173362.329572313989047
2587,10,50,Location 10 - Location 44,2,1,44,173362.329572313989047
2588,30,51,Location 30 - Location 44,2,2,44,221665.187639718467835
2589,62,52,Location 62 - Location 44,2,1,44,301277.218982078600675
2590,33,53,Location 33 - Location 44,2,1,44,305017.213752967014443
2591,37,54,Location 37 - Location 44,2,1,44,306841.500636287033558
2592,34,55,Location 34 - Location 44,2,1,44,306970.463335807318799
2593,35,56,Location 35 - Location 44,2,1,44,306970.463335807318799
2594,36,57,Location 36 - Location 44,2,1,44,306970.463335807318799
2595,38,58,Location 38 - Location 44,2,1,44,319588.137185052910354
2596,61,59,Location 61 - Location 44,2,1,44,319974.713145032350440
2597,44,1,Location 44 - Location 45,1,1,45,0.000000000000000
2598,45,2,Location 45 - Location 45,1,1,45,0.000000000000000
2599,2,3,Location 2 - Location 45,2,1,45,14938.203825969463651
2600,3,4,Location 3 - Location 45,2,1,45,14959.691028165214448
2601,4,5,Location 4 - Location 45,2,2,45,15006.590769942322368
2602,54,6,Location 54 - Location 45,2,2,45,15027.472427268827232
2603,52,7,Location 52 - Location 45,2,1,45,15033.801658698974279
2604,53,8,Location 53 - Location 45,2,2,45,15035.404000840460867
2605,5,9,Location 5 - Location 45,2,2,45,15158.702782452468455
2606,6,10,Location 6 - Location 45,2,2,45,15264.757964592507051
2607,28,11,Location 28 - Location 45,2,2,45,18916.221255571166694
2608,29,12,Location 29 - Location 45,2,2,45,18916.221255571166694
2609,27,13,Location 27 - Location 45,2,2,45,22323.491191467415774
2610,58,14,Location 58 - Location 45,2,1,45,24407.992423076000705
2611,59,15,Location 59 - Location 45,2,1,45,24407.992423076000705
2612,60,16,Location 60 - Location 45,2,1,45,24407.992423076000705
2613,19,17,Location 19 - Location 45,2,2,45,24489.824945878317521
2614,15,18,Location 15 - Location 45,2,2,45,27521.500856870090502
2615,16,19,Location 16 - Location 45,2,2,45,27536.068584383894631
2616,14,20,Location 14 - Location 45,2,2,45,27566.492726802443940
2617,55,21,Location 55 - Location 45,2,2,45,29551.973713564737409
2618,46,22,Location 46 - Location 45,2,1,45,35353.632990993974090
2619,47,23,Location 47 - Location 45,2,1,45,35353.632990993974090
2620,48,24,Location 48 - Location 45,2,1,45,35353.632990993974090
2621,56,25,Location 56 - Location 45,2,1,45,42489.932295133083244
2622,32,26,Location 32 - Location 45,2,2,45,43815.247405002890446
2623,31,27,Location 31 - Location 45,2,2,45,43816.115399676673405
2624,42,28,Location 42 - Location 45,2,2,45,47726.073730521129619
2625,39,29,Location 39 - Location 45,2,2,45,48388.700196388308541
2626,40,30,Location 40 - Location 45,2,2,45,48388.700196388308541
2627,41,31,Location 41 - Location 45,2,2,45,48434.770718755455164
2628,57,32,Location 57 - Location 45,2,1,45,90235.840198979465640
2629,8,33,Location 8 - Location 45,2,1,45,90970.767625166423386
2630,7,34,Location 7 - Location 45,2,1,45,91046.756194302724907
2631,43,35,Location 43 - Location 45,2,2,45,93350.949158435119898
2632,17,36,Location 17 - Location 45,2,1,45,107031.791392116443603
2633,18,37,Location 18 - Location 45,2,1,45,107031.791392116443603
2634,25,38,Location 25 - Location 45,2,2,45,134130.907230214041192
2635,23,39,Location 23 - Location 45,2,1,45,134166.053450830804650
2636,24,40,Location 24 - Location 45,2,1,45,134166.053450830804650
2637,26,41,Location 26 - Location 45,2,1,45,134214.887971310439752
2638,20,42,Location 20 - Location 45,2,2,45,135348.323052113148151
2639,1,43,Location 1 - Location 45,2,2,45,140847.335842005064478
2640,21,44,Location 21 - Location 45,2,2,45,147908.424779040098656
2641,22,45,Location 22 - Location 45,2,2,45,147908.424779040098656
2642,12,46,Location 12 - Location 45,2,2,45,166018.136420602240833
2643,13,47,Location 13 - Location 45,2,2,45,166032.706841085513588
2644,11,48,Location 11 - Location 45,2,2,45,173356.630579529330134
2645,9,49,Location 9 - Location 45,2,1,45,173362.329572313989047
2646,10,50,Location 10 - Location 45,2,1,45,173362.329572313989047
2647,30,51,Location 30 - Location 45,2,2,45,221665.187639718467835
2648,62,52,Location 62 - Location 45,2,1,45,301277.218982078600675
2649,33,53,Location 33 - Location 45,2,1,45,305017.213752967014443
2650,37,54,Location 37 - Location 45,2,1,45,306841.500636287033558
2651,34,55,Location 34 - Location 45,2,1,45,306970.463335807318799
2652,35,56,Location 35 - Location 45,2,1,45,306970.463335807318799
2653,36,57,Location 36 - Location 45,2,1,45,306970.463335807318799
2654,38,58,Location 38 - Location 45,2,1,45,319588.137185052910354
2655,61,59,Location 61 - Location 45,2,1,45,319974.713145032350440
2656,46,1,Location 46 - Location 46,2,2,46,0.000000000000000
2657,47,2,Location 47 - Location 46,2,2,46,0.000000000000000
2658,48,3,Location 48 - Location 46,2,2,46,0.000000000000000
2659,32,4,Location 32 - Location 46,2,2,46,9590.439660453923352
2660,31,5,Location 31 - Location 46,2,2,46,9591.307655127708131
2661,27,6,Location 27 - Location 46,2,1,46,13030.141799526561954
2662,42,7,Location 42 - Location 46,2,2,46,13501.265985972162525
2663,39,8,Location 39 - Location 46,2,2,46,14163.892451839339628
2664,40,9,Location 40 - Location 46,2,2,46,14163.892451839339628
2665,41,10,Location 41 - Location 46,2,2,46,14209.962974206484432
2666,28,11,Location 28 - Location 46,2,1,46,16437.411735422811034
2667,29,12,Location 29 - Location 46,2,1,46,16437.411735422811034
2668,53,13,Location 53 - Location 46,2,1,46,20318.228990153518680
2669,52,14,Location 52 - Location 46,2,2,46,20319.831332295005268
2670,54,15,Location 54 - Location 46,2,1,46,20326.160563725152315
2671,2,16,Location 2 - Location 46,2,1,46,20538.721177758503472
2672,3,17,Location 3 - Location 46,2,1,46,20560.208379954252450
2673,4,18,Location 4 - Location 46,2,2,46,20607.108121731362189
2674,5,19,Location 5 - Location 46,2,2,46,20759.220134241510095
2675,6,20,Location 6 - Location 46,2,2,46,20865.275316381546872
2676,44,21,Location 44 - Location 46,2,1,46,35353.632990993981366
2677,45,22,Location 45 - Location 46,2,1,46,35353.632990993981366
2678,58,23,Location 58 - Location 46,2,1,46,43782.931584409030620
2679,59,24,Location 59 - Location 46,2,1,46,43782.931584409030620
2680,60,25,Location 60 - Location 46,2,1,46,43782.931584409030620
2681,19,26,Location 19 - Location 46,2,2,46,43864.764107211354712
2682,15,27,Location 15 - Location 46,2,2,46,46896.440018203131331
2683,16,28,Location 16 - Location 46,2,2,46,46911.007745716931822
2684,14,29,Location 14 - Location 46,2,2,46,46941.431888135477493
2685,55,30,Location 55 - Location 46,2,2,46,48926.912874897774600
2686,57,31,Location 57 - Location 46,2,1,46,56011.032454430453072
2687,8,32,Location 8 - Location 46,2,1,46,56745.959880617425370
2688,7,33,Location 7 - Location 46,2,1,46,56821.948449753719615
2689,43,34,Location 43 - Location 46,2,2,46,59126.141413886129158
2690,56,35,Location 56 - Location 46,2,1,46,61864.871456466120435
2691,17,36,Location 17 - Location 46,2,1,46,72806.983647567467415
2692,18,37,Location 18 - Location 46,2,1,46,72806.983647567467415
2693,25,38,Location 25 - Location 46,2,2,46,99906.099485665065004
2694,23,39,Location 23 - Location 46,2,1,46,99941.245706281813909
2695,24,40,Location 24 - Location 46,2,1,46,99941.245706281813909
2696,26,41,Location 26 - Location 46,2,1,46,99990.080226761463564
2697,20,42,Location 20 - Location 46,2,2,46,101123.515307564171962
2698,1,43,Location 1 - Location 46,2,2,46,106622.528097456088290
2699,21,44,Location 21 - Location 46,2,2,46,113683.617034491107916
2700,22,45,Location 22 - Location 46,2,2,46,113683.617034491107916
2701,12,46,Location 12 - Location 46,2,2,46,131793.328676053148229
2702,13,47,Location 13 - Location 46,2,2,46,131807.899096536420984
2703,11,48,Location 11 - Location 46,2,2,46,139131.822834980237531
2704,9,49,Location 9 - Location 46,2,1,46,139137.521827764896443
2705,10,50,Location 10 - Location 46,2,1,46,139137.521827764896443
2706,30,51,Location 30 - Location 46,2,2,46,187440.379895169462543
2707,62,52,Location 62 - Location 46,2,1,46,267052.411237529362552
2708,33,53,Location 33 - Location 46,2,1,46,270792.406008417776320
2709,37,54,Location 37 - Location 46,2,1,46,272616.692891737795435
2710,34,55,Location 34 - Location 46,2,1,46,272745.655591258080676
2711,35,56,Location 35 - Location 46,2,1,46,272745.655591258080676
2712,36,57,Location 36 - Location 46,2,1,46,272745.655591258080676
2713,38,58,Location 38 - Location 46,2,1,46,285363.329440503730439
2714,61,59,Location 61 - Location 46,2,1,46,285749.905400483170524
2715,46,1,Location 46 - Location 47,2,2,47,0.000000000000000
2716,47,2,Location 47 - Location 47,2,2,47,0.000000000000000
2717,48,3,Location 48 - Location 47,2,2,47,0.000000000000000
2718,32,4,Location 32 - Location 47,2,2,47,9590.439660453923352
2719,31,5,Location 31 - Location 47,2,2,47,9591.307655127708131
2720,27,6,Location 27 - Location 47,2,1,47,13030.141799526561954
2721,42,7,Location 42 - Location 47,2,2,47,13501.265985972162525
2722,39,8,Location 39 - Location 47,2,2,47,14163.892451839339628
2723,40,9,Location 40 - Location 47,2,2,47,14163.892451839339628
2724,41,10,Location 41 - Location 47,2,2,47,14209.962974206484432
2725,28,11,Location 28 - Location 47,2,1,47,16437.411735422811034
2726,29,12,Location 29 - Location 47,2,1,47,16437.411735422811034
2727,53,13,Location 53 - Location 47,2,1,47,20318.228990153518680
2728,52,14,Location 52 - Location 47,2,2,47,20319.831332295005268
2729,54,15,Location 54 - Location 47,2,1,47,20326.160563725152315
2730,2,16,Location 2 - Location 47,2,1,47,20538.721177758503472
2731,3,17,Location 3 - Location 47,2,1,47,20560.208379954252450
2732,4,18,Location 4 - Location 47,2,2,47,20607.108121731362189
2733,5,19,Location 5 - Location 47,2,2,47,20759.220134241510095
2734,6,20,Location 6 - Location 47,2,2,47,20865.275316381546872
2735,44,21,Location 44 - Location 47,2,1,47,35353.632990993981366
2736,45,22,Location 45 - Location 47,2,1,47,35353.632990993981366
2737,58,23,Location 58 - Location 47,2,1,47,43782.931584409030620
2738,59,24,Location 59 - Location 47,2,1,47,43782.931584409030620
2739,60,25,Location 60 - Location 47,2,1,47,43782.931584409030620
2740,19,26,Location 19 - Location 47,2,2,47,43864.764107211354712
2741,15,27,Location 15 - Location 47,2,2,47,46896.440018203131331
2742,16,28,Location 16 - Location 47,2,2,47,46911.007745716931822
2743,14,29,Location 14 - Location 47,2,2,47,46941.431888135477493
2744,55,30,Location 55 - Location 47,2,2,47,48926.912874897774600
2745,57,31,Location 57 - Location 47,2,1,47,56011.032454430453072
2746,8,32,Location 8 - Location 47,2,1,47,56745.959880617425370
2747,7,33,Location 7 - Location 47,2,1,47,56821.948449753719615
2748,43,34,Location 43 - Location 47,2,2,47,59126.141413886129158
2749,56,35,Location 56 - Location 47,2,1,47,61864.871456466120435
2750,17,36,Location 17 - Location 47,2,1,47,72806.983647567467415
2751,18,37,Location 18 - Location 47,2,1,47,72806.983647567467415
2752,25,38,Location 25 - Location 47,2,2,47,99906.099485665065004
2753,23,39,Location 23 - Location 47,2,1,47,99941.245706281813909
2754,24,40,Location 24 - Location 47,2,1,47,99941.245706281813909
2755,26,41,Location 26 - Location 47,2,1,47,99990.080226761463564
2756,20,42,Location 20 - Location 47,2,2,47,101123.515307564171962
2757,1,43,Location 1 - Location 47,2,2,47,106622.528097456088290
2758,21,44,Location 21 - Location 47,2,2,47,113683.617034491107916
2759,22,45,Location 22 - Location 47,2,2,47,113683.617034491107916
2760,12,46,Location 12 - Location 47,2,2,47,131793.328676053148229
2761,13,47,Location 13 - Location 47,2,2,47,131807.899096536420984
2762,11,48,Location 11 - Location 47,2,2,47,139131.822834980237531
2763,9,49,Location 9 - Location 47,2,1,47,139137.521827764896443
2764,10,50,Location 10 - Location 47,2,1,47,139137.521827764896443
2765,30,51,Location 30 - Location 47,2,2,47,187440.379895169462543
2766,62,52,Location 62 - Location 47,2,1,47,267052.411237529362552
2767,33,53,Location 33 - Location 47,2,1,47,270792.406008417776320
2768,37,54,Location 37 - Location 47,2,1,47,272616.692891737795435
2769,34,55,Location 34 - Location 47,2,1,47,272745.655591258080676
2770,35,56,Location 35 - Location 47,2,1,47,272745.655591258080676
2771,36,57,Location 36 - Location 47,2,1,47,272745.655591258080676
2772,38,58,Location 38 - Location 47,2,1,47,285363.329440503730439
2773,61,59,Location 61 - Location 47,2,1,47,285749.905400483170524
2774,46,1,Location 46 - Location 48,2,2,48,0.000000000000000
2775,47,2,Location 47 - Location 48,2,2,48,0.000000000000000
2776,48,3,Location 48 - Location 48,2,2,48,0.000000000000000
2777,32,4,Location 32 - Location 48,2,2,48,9590.439660453923352
2778,31,5,Location 31 - Location 48,2,2,48,9591.307655127708131
2779,27,6,Location 27 - Location 48,2,1,48,13030.141799526561954
2780,42,7,Location 42 - Location 48,2,2,48,13501.265985972162525
2781,39,8,Location 39 - Location 48,2,2,48,14163.892451839339628
2782,40,9,Location 40 - Location 48,2,2,48,14163.892451839339628
2783,41,10,Location 41 - Location 48,2,2,48,14209.962974206484432
2784,28,11,Location 28 - Location 48,2,1,48,16437.411735422811034
2785,29,12,Location 29 - Location 48,2,1,48,16437.411735422811034
2786,53,13,Location 53 - Location 48,2,1,48,20318.228990153518680
2787,52,14,Location 52 - Location 48,2,2,48,20319.831332295005268
2788,54,15,Location 54 - Location 48,2,1,48,20326.160563725152315
2789,2,16,Location 2 - Location 48,2,1,48,20538.721177758503472
2790,3,17,Location 3 - Location 48,2,1,48,20560.208379954252450
2791,4,18,Location 4 - Location 48,2,2,48,20607.108121731362189
2792,5,19,Location 5 - Location 48,2,2,48,20759.220134241510095
2793,6,20,Location 6 - Location 48,2,2,48,20865.275316381546872
2794,44,21,Location 44 - Location 48,2,1,48,35353.632990993981366
2795,45,22,Location 45 - Location 48,2,1,48,35353.632990993981366
2796,58,23,Location 58 - Location 48,2,1,48,43782.931584409030620
2797,59,24,Location 59 - Location 48,2,1,48,43782.931584409030620
2798,60,25,Location 60 - Location 48,2,1,48,43782.931584409030620
2799,19,26,Location 19 - Location 48,2,2,48,43864.764107211354712
2800,15,27,Location 15 - Location 48,2,2,48,46896.440018203131331
2801,16,28,Location 16 - Location 48,2,2,48,46911.007745716931822
2802,14,29,Location 14 - Location 48,2,2,48,46941.431888135477493
2803,55,30,Location 55 - Location 48,2,2,48,48926.912874897774600
2804,57,31,Location 57 - Location 48,2,1,48,56011.032454430453072
2805,8,32,Location 8 - Location 48,2,1,48,56745.959880617425370
2806,7,33,Location 7 - Location 48,2,1,48,56821.948449753719615
2807,43,34,Location 43 - Location 48,2,2,48,59126.141413886129158
2808,56,35,Location 56 - Location 48,2,1,48,61864.871456466120435
2809,17,36,Location 17 - Location 48,2,1,48,72806.983647567467415
2810,18,37,Location 18 - Location 48,2,1,48,72806.983647567467415
2811,25,38,Location 25 - Location 48,2,2,48,99906.099485665065004
2812,23,39,Location 23 - Location 48,2,1,48,99941.245706281813909
2813,24,40,Location 24 - Location 48,2,1,48,99941.245706281813909
2814,26,41,Location 26 - Location 48,2,1,48,99990.080226761463564
2815,20,42,Location 20 - Location 48,2,2,48,101123.515307564171962
2816,1,43,Location 1 - Location 48,2,2,48,106622.528097456088290
2817,21,44,Location 21 - Location 48,2,2,48,113683.617034491107916
2818,22,45,Location 22 - Location 48,2,2,48,113683.617034491107916
2819,12,46,Location 12 - Location 48,2,2,48,131793.328676053148229
2820,13,47,Location 13 - Location 48,2,2,48,131807.899096536420984
2821,11,48,Location 11 - Location 48,2,2,48,139131.822834980237531
2822,9,49,Location 9 - Location 48,2,1,48,139137.521827764896443
2823,10,50,Location 10 - Location 48,2,1,48,139137.521827764896443
2824,30,51,Location 30 - Location 48,2,2,48,187440.379895169462543
2825,62,52,Location 62 - Location 48,2,1,48,267052.411237529362552
2826,33,53,Location 33 - Location 48,2,1,48,270792.406008417776320
2827,37,54,Location 37 - Location 48,2,1,48,272616.692891737795435
2828,34,55,Location 34 - Location 48,2,1,48,272745.655591258080676
2829,35,56,Location 35 - Location 48,2,1,48,272745.655591258080676
2830,36,57,Location 36 - Location 48,2,1,48,272745.655591258080676
2831,38,58,Location 38 - Location 48,2,1,48,285363.329440503730439
2832,61,59,Location 61 - Location 48,2,1,48,285749.905400483170524
2833,52,1,Location 52 - Location 52,2,2,52,0.000000000000000
2834,53,2,Location 53 - Location 52,1,2,52,1.602342141487622
2835,54,3,Location 54 - Location 52,2,1,52,6.329231430146863
2836,2,4,Location 2 - Location 52,2,1,52,218.889845463499000
2837,3,5,Location 3 - Location 52,2,1,52,240.377047659250024
2838,4,6,Location 4 - Location 52,2,2,52,287.276789436359024
2839,5,7,Location 5 - Location 52,2,2,52,439.388801946504600
2840,6,8,Location 6 - Location 52,2,2,52,545.443984086543878
2841,28,9,Location 28 - Location 52,1,2,52,3882.419596872194234
2842,29,10,Location 29 - Location 52,1,2,52,3882.419596872194234
2843,27,11,Location 27 - Location 52,1,2,52,7289.689532768440586
2844,44,12,Location 44 - Location 52,2,1,52,15033.801658698976098
2845,45,13,Location 45 - Location 52,2,1,52,15033.801658698976098
2846,46,14,Location 46 - Location 52,1,1,52,20319.831332295005268
2847,47,15,Location 47 - Location 52,1,1,52,20319.831332295005268
2848,48,16,Location 48 - Location 52,1,1,52,20319.831332295005268
2849,58,17,Location 58 - Location 52,2,1,52,23463.100252114039904
2850,59,18,Location 59 - Location 52,2,1,52,23463.100252114039904
2851,60,19,Location 60 - Location 52,2,1,52,23463.100252114039904
2852,19,20,Location 19 - Location 52,2,2,52,23544.932774916356720
2853,15,21,Location 15 - Location 52,2,2,52,26576.608685908129701
2854,16,22,Location 16 - Location 52,2,2,52,26591.176413421933830
2855,14,23,Location 14 - Location 52,2,2,52,26621.600555840483139
2856,55,24,Location 55 - Location 52,2,2,52,28607.081542602776608
2857,32,25,Location 32 - Location 52,1,2,52,28781.445746303914348
2858,31,26,Location 31 - Location 52,1,2,52,28782.313740977697307
2859,42,27,Location 42 - Location 52,1,2,52,32692.272071822153521
2860,39,28,Location 39 - Location 52,1,2,52,33354.898537689325167
2861,40,29,Location 40 - Location 52,1,2,52,33354.898537689325167
2862,41,30,Location 41 - Location 52,1,2,52,33400.969060056471790
2863,56,31,Location 56 - Location 52,2,1,52,41545.040124171129719
2864,57,32,Location 57 - Location 52,1,1,52,75202.038540280467714
2865,8,33,Location 8 - Location 52,1,1,52,75936.965966467425460
2866,7,34,Location 7 - Location 52,1,1,52,76012.954535603726981
2867,43,35,Location 43 - Location 52,1,2,52,78317.147499736121972
2868,17,36,Location 17 - Location 52,1,1,52,91997.989733417445677
2869,18,37,Location 18 - Location 52,1,1,52,91997.989733417445677
2870,25,38,Location 25 - Location 52,1,2,52,119097.105571515043266
2871,23,39,Location 23 - Location 52,1,1,52,119132.251792131792172
2872,24,40,Location 24 - Location 52,1,1,52,119132.251792131792172
2873,26,41,Location 26 - Location 52,1,1,52,119181.086312611441826
2874,20,42,Location 20 - Location 52,1,2,52,120314.521393414150225
2875,1,43,Location 1 - Location 52,1,2,52,125813.534183306066552
2876,21,44,Location 21 - Location 52,1,2,52,132874.623120341100730
2877,22,45,Location 22 - Location 52,1,2,52,132874.623120341100730
2878,12,46,Location 12 - Location 52,1,2,52,150984.334761903126491
2879,13,47,Location 13 - Location 52,1,2,52,150998.905182386399247
2880,11,48,Location 11 - Location 52,1,2,52,158322.828920830215793
2881,9,49,Location 9 - Location 52,1,1,52,158328.527913614874706
2882,10,50,Location 10 - Location 52,1,1,52,158328.527913614874706
2883,30,51,Location 30 - Location 52,1,2,52,206631.385981019469909
2884,62,52,Location 62 - Location 52,1,1,52,286243.417323379428126
2885,33,53,Location 33 - Location 52,1,1,52,289983.412094267841894
2886,37,54,Location 37 - Location 52,1,1,52,291807.698977587861009
2887,34,55,Location 34 - Location 52,1,1,52,291936.661677108146250
2888,35,56,Location 35 - Location 52,1,1,52,291936.661677108146250
2889,36,57,Location 36 - Location 52,1,1,52,291936.661677108146250
2890,38,58,Location 38 - Location 52,1,1,52,304554.335526353737805
2891,61,59,Location 61 - Location 52,1,1,52,304940.911486333177891
2892,53,1,Location 53 - Location 53,1,1,53,0.000000000000000
2893,52,2,Location 52 - Location 53,1,2,53,1.602342141487729
2894,54,3,Location 54 - Location 53,1,1,53,7.931573571634592
2895,2,4,Location 2 - Location 53,1,1,53,220.492187604986725
2896,3,5,Location 3 - Location 53,1,1,53,241.979389800737749
2897,4,6,Location 4 - Location 53,1,2,53,288.879131577846749
2898,5,7,Location 5 - Location 53,1,2,53,440.991144087992325
2899,6,8,Location 6 - Location 53,1,2,53,547.046326228031603
2900,28,9,Location 28 - Location 53,2,2,53,3880.817254730706281
2901,29,10,Location 29 - Location 53,2,2,53,3880.817254730706281
2902,27,11,Location 27 - Location 53,2,2,53,7288.087190626953088
2903,44,12,Location 44 - Location 53,1,1,53,15035.404000840462686
2904,45,13,Location 45 - Location 53,1,1,53,15035.404000840462686
2905,46,14,Location 46 - Location 53,2,1,53,20318.228990153518680
2906,47,15,Location 47 - Location 53,2,1,53,20318.228990153518680
2907,48,16,Location 48 - Location 53,2,1,53,20318.228990153518680
2908,58,17,Location 58 - Location 53,1,1,53,23464.702594255526492
2909,59,18,Location 59 - Location 53,1,1,53,23464.702594255526492
2910,60,19,Location 60 - Location 53,1,1,53,23464.702594255526492
2911,19,20,Location 19 - Location 53,1,2,53,23546.535117057843308
2912,15,21,Location 15 - Location 53,1,2,53,26578.211028049616289
2913,16,22,Location 16 - Location 53,1,2,53,26592.778755563420418
2914,14,23,Location 14 - Location 53,1,2,53,26623.202897981969727
2915,55,24,Location 55 - Location 53,1,2,53,28608.683884744263196
2916,32,25,Location 32 - Location 53,2,2,53,28779.843404162427760
2917,31,26,Location 31 - Location 53,2,2,53,28780.711398836210719
2918,42,27,Location 42 - Location 53,2,2,53,32690.669729680666933
2919,39,28,Location 39 - Location 53,2,2,53,33353.296195547838579
2920,40,29,Location 40 - Location 53,2,2,53,33353.296195547838579
2921,41,30,Location 41 - Location 53,2,2,53,33399.366717914985202
2922,56,31,Location 56 - Location 53,1,1,53,41546.642466312616307
2923,57,32,Location 57 - Location 53,2,1,53,75200.436198138981126
2924,8,33,Location 8 - Location 53,2,1,53,75935.363624325938872
2925,7,34,Location 7 - Location 53,2,1,53,76011.352193462240393
2926,43,35,Location 43 - Location 53,2,2,53,78315.545157594635384
2927,17,36,Location 17 - Location 53,2,1,53,91996.387391275959089
2928,18,37,Location 18 - Location 53,2,1,53,91996.387391275959089
2929,25,38,Location 25 - Location 53,2,2,53,119095.503229373556678
2930,23,39,Location 23 - Location 53,2,1,53,119130.649449990305584
2931,24,40,Location 24 - Location 53,2,1,53,119130.649449990305584
2932,26,41,Location 26 - Location 53,2,1,53,119179.483970469955239
2933,20,42,Location 20 - Location 53,2,2,53,120312.919051272649085
2934,1,43,Location 1 - Location 53,2,2,53,125811.931841164579964
2935,21,44,Location 21 - Location 53,2,2,53,132873.020778199628694
2936,22,45,Location 22 - Location 53,2,2,53,132873.020778199628694
2937,12,46,Location 12 - Location 53,2,2,53,150982.732419761625351
2938,13,47,Location 13 - Location 53,2,2,53,150997.302840244898107
2939,11,48,Location 11 - Location 53,2,2,53,158321.226578688714653
2940,9,49,Location 9 - Location 53,2,1,53,158326.925571473373566
2941,10,50,Location 10 - Location 53,2,1,53,158326.925571473373566
2942,30,51,Location 30 - Location 53,2,2,53,206629.783638877968770
2943,62,52,Location 62 - Location 53,2,1,53,286241.814981237926986
2944,33,53,Location 33 - Location 53,2,1,53,289981.809752126340754
2945,37,54,Location 37 - Location 53,2,1,53,291806.096635446359869
2946,34,55,Location 34 - Location 53,2,1,53,291935.059334966645110
2947,35,56,Location 35 - Location 53,2,1,53,291935.059334966645110
2948,36,57,Location 36 - Location 53,2,1,53,291935.059334966645110
2949,38,58,Location 38 - Location 53,2,1,53,304552.733184212294873
2950,61,59,Location 61 - Location 53,2,1,53,304939.309144191734958
2951,54,1,Location 54 - Location 54,1,1,54,0.000000000000000
2952,52,2,Location 52 - Location 54,2,1,54,6.329231430147013
2953,53,3,Location 53 - Location 54,2,2,54,7.931573571634635
2954,2,4,Location 2 - Location 54,1,1,54,212.560614033352152
2955,3,5,Location 3 - Location 54,1,1,54,234.047816229103205
2956,4,6,Location 4 - Location 54,1,2,54,280.947558006212148
2957,5,7,Location 5 - Location 54,1,2,54,433.059570516357780
2958,6,8,Location 6 - Location 54,1,2,54,539.114752656396945
2959,28,9,Location 28 - Location 54,2,2,54,3888.748828302341281
2960,29,10,Location 29 - Location 54,2,2,54,3888.748828302341281
2961,27,11,Location 27 - Location 54,2,2,54,7296.018764198587633
2962,44,12,Location 44 - Location 54,1,1,54,15027.472427268829051
2963,45,13,Location 45 - Location 54,1,1,54,15027.472427268829051
2964,46,14,Location 46 - Location 54,2,1,54,20326.160563725148677
2965,47,15,Location 47 - Location 54,2,1,54,20326.160563725148677
2966,48,16,Location 48 - Location 54,2,1,54,20326.160563725148677
2967,58,17,Location 58 - Location 54,1,1,54,23456.771020683889219
2968,59,18,Location 59 - Location 54,1,1,54,23456.771020683889219
2969,60,19,Location 60 - Location 54,1,1,54,23456.771020683889219
2970,19,20,Location 19 - Location 54,1,2,54,23538.603543486206036
2971,15,21,Location 15 - Location 54,1,2,54,26570.279454477979016
2972,16,22,Location 16 - Location 54,1,2,54,26584.847181991783145
2973,14,23,Location 14 - Location 54,1,2,54,26615.271324410332454
2974,55,24,Location 55 - Location 54,1,2,54,28600.752311172625923
2975,32,25,Location 32 - Location 54,2,2,54,28787.774977734057757
2976,31,26,Location 31 - Location 54,2,2,54,28788.642972407840716
2977,42,27,Location 42 - Location 54,2,2,54,32698.601303252296930
2978,39,28,Location 39 - Location 54,2,2,54,33361.227769119468576
2979,40,29,Location 40 - Location 54,2,2,54,33361.227769119468576
2980,41,30,Location 41 - Location 54,2,2,54,33407.298291486615199
2981,56,31,Location 56 - Location 54,1,1,54,41538.710892740979034
2982,57,32,Location 57 - Location 54,2,1,54,75208.367771710618399
2983,8,33,Location 8 - Location 54,2,1,54,75943.295197897576145
2984,7,34,Location 7 - Location 54,2,1,54,76019.283767033877666
2985,43,35,Location 43 - Location 54,2,2,54,78323.476731166272657
2986,17,36,Location 17 - Location 54,2,1,54,92004.318964847596362
2987,18,37,Location 18 - Location 54,2,1,54,92004.318964847596362
2988,25,38,Location 25 - Location 54,2,2,54,119103.434802945193951
2989,23,39,Location 23 - Location 54,2,1,54,119138.581023561942857
2990,24,40,Location 24 - Location 54,2,1,54,119138.581023561942857
2991,26,41,Location 26 - Location 54,2,1,54,119187.415544041592511
2992,20,42,Location 20 - Location 54,2,2,54,120320.850624844286358
2993,1,43,Location 1 - Location 54,2,2,54,125819.863414736217237
2994,21,44,Location 21 - Location 54,2,2,54,132880.952351771265967
2995,22,45,Location 22 - Location 54,2,2,54,132880.952351771265967
2996,12,46,Location 12 - Location 54,2,2,54,150990.663993333262624
2997,13,47,Location 13 - Location 54,2,2,54,151005.234413816535380
2998,11,48,Location 11 - Location 54,2,2,54,158329.158152260351926
2999,9,49,Location 9 - Location 54,2,1,54,158334.857145045010839
3000,10,50,Location 10 - Location 54,2,1,54,158334.857145045010839
3001,30,51,Location 30 - Location 54,2,2,54,206637.715212449606042
3002,62,52,Location 62 - Location 54,2,1,54,286249.746554809564259
3003,33,53,Location 33 - Location 54,2,1,54,289989.741325697978027
3004,37,54,Location 37 - Location 54,2,1,54,291814.028209017997142
3005,34,55,Location 34 - Location 54,2,1,54,291942.990908538282383
3006,35,56,Location 35 - Location 54,2,1,54,291942.990908538282383
3007,36,57,Location 36 - Location 54,2,1,54,291942.990908538282383
3008,38,58,Location 38 - Location 54,2,1,54,304560.664757783932146
